x,y
656.7135391235352,275.0021171569824
658.2985916137695,274.9945125579834
659.8836441040039,274.9868907928467
661.4687652587891,274.97928619384766
663.0538177490234,274.9721794128418
664.6389389038086,274.965124130249
666.2240600585938,274.95808601379395
667.8091125488281,274.9510307312012
669.3941650390625,274.9439754486084
670.9792861938477,274.9369201660156
672.564338684082,274.92988204956055
674.1494598388672,274.9228267669678
675.7345123291016,274.915771484375
677.3196334838867,274.9087162017822
678.9046859741211,274.90167808532715
680.4898071289062,274.8946228027344
682.0748596191406,274.8876361846924
683.6599807739258,274.88114738464355
685.2450332641602,274.8746585845947
686.8301544189453,274.8681869506836
688.4152069091797,274.86169815063477
690.0003280639648,274.85520935058594
691.5853805541992,274.8487205505371
693.1705017089844,274.8422317504883
694.7555541992188,274.83576011657715
696.3406753540039,274.8292713165283
697.9257965087891,274.8227825164795
699.5108489990234,274.81629371643066
701.0959701538086,274.80982208251953
702.681022644043,274.8036079406738
704.2660751342773,274.79768562316895
705.8511962890625,274.79178047180176
707.4363174438477,274.78587532043457
709.021369934082,274.7799530029297
710.6064910888672,274.7740478515625
712.1915435791016,274.7681255340576
713.7766647338867,274.76222038269043
715.3617172241211,274.75631523132324
716.9468383789062,274.75039291381836
718.5318908691406,274.7444877624512
720.1170120239258,274.7385654449463
721.7021331787109,274.7326602935791
723.2871856689453,274.72732162475586
724.8723068237305,274.7219829559326
726.4573593139648,274.7166442871094
728.04248046875,274.71130561828613
729.6275329589844,274.7059841156006
731.2126541137695,274.70064544677734
732.7977752685547,274.6953067779541
734.3828277587891,274.68998527526855
735.9679489135742,274.6846466064453
737.5530014038086,274.67930793762207
739.1381225585938,274.6739692687988
740.7232437133789,274.6686477661133
742.3082962036133,274.66366958618164
743.8934173583984,274.65893173217773
745.4784698486328,274.65417671203613
747.063591003418,274.6494388580322
748.6487121582031,274.6446838378906
750.2337646484375,274.6399459838867
751.8188858032227,274.6351909637451
753.403938293457,274.6304531097412
754.9890594482422,274.6256980895996
756.5741806030273,274.620943069458
758.1592330932617,274.6162052154541
759.7443542480469,274.6114501953125
761.3294067382812,274.6069526672363
762.9145278930664,274.60279846191406
764.4996490478516,274.5986442565918
766.0847702026367,274.59449005126953
767.6698226928711,274.59033584594727
769.2549438476562,274.586181640625
770.8399963378906,274.58202743530273
772.4251174926758,274.57787322998047
774.0102386474609,274.5737190246582
775.5952911376953,274.56956481933594
777.1804122924805,274.5654106140137
778.7654647827148,274.5612564086914
780.3505859375,274.5572910308838
781.9357070922852,274.55373764038086
783.5208282470703,274.55018424987793
785.1058807373047,274.546630859375
786.6910018920898,274.54307746887207
788.276123046875,274.53950691223145
789.8611755371094,274.5359535217285
791.4462966918945,274.5324001312256
793.0314178466797,274.52884674072266
794.6164703369141,274.5252933502197
796.2015914916992,274.5217399597168
797.7867126464844,274.51818656921387
799.3717651367188,274.514856338501
800.9568862915039,274.5119037628174
802.5419387817383,274.5089511871338
804.1270599365234,274.5060157775879
805.7121810913086,274.5030632019043
807.2973022460938,274.5001106262207
808.8823547363281,274.4971580505371
810.4674072265625,274.4942054748535
812.0525283813477,274.4912528991699
813.6376495361328,274.4883003234863
815.222770690918,274.48534774780273
816.8078231811523,274.48239517211914
818.3929443359375,274.47982025146484
819.9780654907227,274.4774684906006
821.563117980957,274.475133895874
823.1482391357422,274.47279930114746
824.7333602905273,274.4704647064209
826.3184127807617,274.46813011169434
827.9035339355469,274.4657955169678
829.4885864257812,274.4634609222412
831.0737075805664,274.46112632751465
832.6588287353516,274.4587917327881
834.2439498901367,274.4564399719238
835.8290023803711,274.45410537719727
837.4141235351562,274.45235443115234
838.9992446899414,274.4506378173828
840.5842971801758,274.4489212036133
842.1694183349609,274.44720458984375
843.7545394897461,274.4454879760742
845.3396606445312,274.4437713623047
846.9247131347656,274.44205474853516
848.5098342895508,274.4403381347656
850.0949554443359,274.4386215209961
851.6800079345703,274.43690490722656
853.2651290893555,274.43518829345703
854.8502502441406,274.43371200561523
856.4353713989258,274.43263053894043
858.0204238891602,274.43153190612793
859.6055450439453,274.4304504394531
861.1906661987305,274.4293518066406
862.7757186889648,274.4282703399658
864.36083984375,274.4271717071533
865.9459609985352,274.4260902404785
867.5310821533203,274.424991607666
869.1161346435547,274.4239101409912
870.7012557983398,274.4228115081787
872.286376953125,274.4217300415039
873.8714294433594,274.42126655578613
875.4565505981445,274.42080307006836
877.0416717529297,274.4203567504883
878.6267242431641,274.4199104309082
880.2118453979492,274.41944694519043
881.7969665527344,274.41900062561035
883.3820877075195,274.4185371398926
884.9671401977539,274.4180908203125
886.5522613525391,274.4176273345947
888.1373825073242,274.41718101501465
889.7224349975586,274.4167175292969
891.3075561523438,274.41673469543457
892.8926773071289,274.4169235229492
894.4777984619141,274.41711235046387
896.0628509521484,274.4173011779785
897.6479721069336,274.41749000549316
899.2330932617188,274.4176788330078
900.8181457519531,274.41786766052246
902.4032669067383,274.4180564880371
903.9883880615234,274.41822814941406
905.5735092163086,274.4184169769287
907.158561706543,274.41860580444336
908.7436828613281,274.4191722869873
910.3288040161133,274.4200134277344
911.9138565063477,274.42085456848145
913.4989776611328,274.4216785430908
915.084098815918,274.4225196838379
916.6691513061523,274.42336082458496
918.2542724609375,274.42420196533203
919.8393936157227,274.4250259399414
921.4245147705078,274.4258670806885
923.0095672607422,274.42670822143555
924.5946884155273,274.4275493621826
926.1798095703125,274.4287509918213
927.7648620605469,274.4302444458008
929.349983215332,274.4317378997803
930.9351043701172,274.43323135375977
932.5202255249023,274.43472480773926
934.1052780151367,274.43621826171875
935.6903991699219,274.43771171569824
937.275520324707,274.43922233581543
938.8605728149414,274.4407157897949
940.4456939697266,274.4422092437744
942.0308151245117,274.4437026977539
943.6159362792969,274.4456424713135
945.2009887695312,274.4478054046631
946.7861099243164,274.4499683380127
948.3712310791016,274.4521141052246
949.9562835693359,274.4542770385742
951.5414047241211,274.4564399719238
953.1265258789062,274.45860290527344
954.7116470336914,274.46076583862305
956.2966995239258,274.46292877197266
957.8818206787109,274.46507453918457
959.4669418334961,274.4672374725342
961.0519943237305,274.4700183868408
962.6371154785156,274.47285079956055
964.2222366333008,274.4756832122803
965.8072204589844,274.478515625
967.3923416137695,274.4813480377197
968.9774627685547,274.48418045043945
970.5625839233398,274.4870128631592
972.1476364135742,274.4898452758789
973.7327575683594,274.49267768859863
975.3178787231445,274.49551010131836
976.9029312133789,274.49853134155273
978.4880523681641,274.5020332336426
980.0731735229492,274.5055522918701
981.6582260131836,274.50905418395996
983.2433471679688,274.5125732421875
984.8284683227539,274.51607513427734
986.4135208129883,274.5195941925049
987.9986419677734,274.5230960845947
989.5837631225586,274.52661514282227
991.1688842773438,274.5301342010498
992.7539367675781,274.53363609313965
994.3390579223633,274.53767013549805
995.9241790771484,274.5418758392334
997.509162902832,274.54606437683105
999.0942840576172,274.5502700805664
1000.6794052124023,274.55447578430176
1002.2645263671875,274.5586643218994
1003.8495788574219,274.56287002563477
1005.434700012207,274.5670757293701
1007.0198211669922,274.5712642669678
1008.6048736572266,274.5754699707031
1010.1899948120117,274.5799160003662
1011.7751159667969,274.58482551574707
1013.360237121582,274.58971786499023
1014.9452209472656,274.5946102142334
1016.5303421020508,274.59950256347656
1018.1154632568359,274.6044120788574
1019.7005157470703,274.6093044281006
1021.2856369018555,274.61419677734375
1022.8707580566406,274.6190891265869
1024.455810546875,274.6239986419678
1026.0409317016602,274.6289596557617
1027.6260528564453,274.6345558166504
1029.2111053466797,274.64015197753906
1030.796157836914,274.64574813842773
1032.3812789916992,274.6513614654541
1033.9664001464844,274.6569576263428
1035.5514526367188,274.66255378723145
1037.136573791504,274.6681499481201
1038.7216262817383,274.6737632751465
1040.3067474365234,274.67935943603516
1041.8917999267578,274.6849555969238
1043.476921081543,274.6912212371826
1045.0620422363281,274.6975383758545
1046.6470947265625,274.7038383483887
1048.2321472167969,274.71015548706055
1049.8173370361328,274.7164726257324
1051.4023895263672,274.7227725982666
1052.9874420166016,274.7290897369385
1054.5725631713867,274.73540687561035
1056.1576843261719,274.74170684814453
1057.7427368164062,274.7480239868164
1059.3277893066406,274.754976272583
1060.9129104614258,274.7620143890381
1062.498031616211,274.76905250549316
1064.0830841064453,274.77607345581055
1065.6681365966797,274.7831115722656
1067.2532577514648,274.7901496887207
1068.8383102416992,274.7971878051758
1070.4234313964844,274.80422592163086
1072.0085525512695,274.81124687194824
1073.5935363769531,274.8182849884033
1075.1786575317383,274.8260269165039
1076.7637786865234,274.8337860107422
1078.3488311767578,274.84154510498047
1079.9338836669922,274.84930419921875
1081.5190048217773,274.85706329345703
1083.1041259765625,274.8648223876953
1084.689109802246,274.8725814819336
1086.2742309570312,274.8803405761719
1087.8593521118164,274.88809967041016
1089.4444732666016,274.8959789276123
1091.029525756836,274.9044761657715
1092.6145782470703,274.91297340393066
1094.1996994018555,274.92147064208984
1095.7847518920898,274.929967880249
1097.3698043823242,274.9384651184082
1098.9549255371094,274.9469623565674
1100.5400466918945,274.95545959472656
1102.1250305175781,274.96395683288574
1103.7101516723633,274.9724540710449
1105.2952728271484,274.981294631958
1106.880256652832,274.9905300140381
1108.4653778076172,274.99978256225586
1110.0504302978516,275.00901794433594
1111.635482788086,275.0182704925537
1113.220603942871,275.0275058746338
1114.8056564331055,275.03675842285156
1116.3907775878906,275.04599380493164
1117.9757614135742,275.0552291870117
1119.5608825683594,275.0644817352295
1121.1459350585938,275.074369430542
1122.7309875488281,275.08436012268066
1124.3160400390625,275.09436798095703
1125.9011611938477,275.1043586730957
1127.486213684082,275.1143493652344
1129.0712661743164,275.12435722351074
1130.6563186645508,275.1343479156494
1132.241439819336,275.1443557739258
1133.8264236450195,275.15434646606445
1135.4115447998047,275.16461181640625
1136.996597290039,275.1753749847412
1138.5817184448242,275.1861381530762
1140.1667022705078,275.19690132141113
1141.751823425293,275.2076644897461
1143.3369445800781,275.21841049194336
1144.9219284057617,275.2291736602783
1146.5070495605469,275.2399368286133
1148.0921020507812,275.25069999694824
1149.6772232055664,275.2614631652832
1151.26220703125,275.27298164367676
1152.8472595214844,275.2845001220703
1154.4323806762695,275.29603576660156
1156.0173645019531,275.3075542449951
1157.6024856567383,275.31908988952637
1159.1875381469727,275.3306255340576
1160.7725219726562,275.3421440124512
1162.3576431274414,275.3536796569824
1163.9426956176758,275.3652153015137
1165.5277481079102,275.3772830963135
1167.1128005981445,275.3896083831787
1168.697853088379,275.40191650390625
1170.282974243164,275.4142246246338
1171.8679580688477,275.4265327453613
1173.4530792236328,275.43884086608887
1175.0381317138672,275.4511489868164
1176.6231842041016,275.46345710754395
1178.208236694336,275.4757652282715
1179.7932891845703,275.4885025024414
1181.3783416748047,275.50160026550293
1182.9632568359375,275.51469802856445
1184.5483093261719,275.5277786254883
1186.1334991455078,275.5408763885498
1187.7185516357422,275.5539741516113
1189.303466796875,275.56707191467285
1190.8885192871094,275.5801696777344
1192.4735717773438,275.5932674407959
1194.0586242675781,275.606725692749
1195.6436767578125,275.62061309814453
1197.2287292480469,275.63450050354004
1198.8137817382812,275.64838790893555
1200.398696899414,275.66229248046875
1201.9837493896484,275.67617988586426
1203.5688018798828,275.69006729125977
1205.1538543701172,275.7039546966553
1206.7389068603516,275.7178421020508
1208.323959350586,275.7321243286133
1209.9090118408203,275.74681854248047
1211.4940643310547,275.76151275634766
1213.079116821289,275.77620697021484
1214.6641693115234,275.79090118408203
1216.2490844726562,275.8055953979492
1217.8341369628906,275.8202896118164
1219.419189453125,275.8350009918213
1221.0042419433594,275.8496952056885
1222.5892944335938,275.86487007141113
1224.1743469238281,275.88037109375
1225.7593994140625,275.89588928222656
1227.3443145751953,275.91139030456543
1228.9293670654297,275.926908493042
1230.514419555664,275.94240951538086
1232.0993347167969,275.9579277038574
1233.6843872070312,275.9734287261963
1235.2694396972656,275.98894691467285
1236.8544921875,276.00511741638184
1238.4395446777344,276.0214424133301
1240.0245971679688,276.0377674102783
1241.6096496582031,276.05409240722656
1243.194564819336,276.0704345703125
1244.7796173095703,276.08675956726074
1246.3646697998047,276.103084564209
1247.9495849609375,276.1194095611572
1249.5346374511719,276.13582038879395
1251.1196899414062,276.15298652648926
1252.7047424316406,276.1701354980469
1254.2896575927734,276.1873016357422
1255.8747100830078,276.2044677734375
1257.4597625732422,276.2216167449951
1259.044677734375,276.23878288269043
1260.6297302246094,276.25593185424805
1262.2147827148438,276.27309799194336
1263.7998352050781,276.29065895080566
1265.384750366211,276.30866622924805
1266.9698028564453,276.32665634155273
1268.5547180175781,276.3446464538574
1270.1397705078125,276.3626537322998
1271.7246856689453,276.3806438446045
1273.3097381591797,276.3986339569092
1274.894790649414,276.41664123535156
1276.4797058105469,276.43463134765625
1278.0647583007812,276.4534454345703
1279.6498107910156,276.47227668762207
1281.2347259521484,276.4911251068115
1282.8196411132812,276.509973526001
1284.4046936035156,276.52880477905273
1285.98974609375,276.5476531982422
1287.5746612548828,276.56648445129395
1289.1597137451172,276.5853328704834
1290.74462890625,276.60461044311523
1292.3295440673828,276.62430000305176
1293.9145965576172,276.6439895629883
1295.4996490478516,276.6636962890625
1297.0845642089844,276.683385848999
1298.6694793701172,276.70307540893555
1300.2545318603516,276.72276496887207
1301.839584350586,276.7424716949463
1303.4244995117188,276.7622814178467
1305.0094146728516,276.78284645080566
1306.594467163086,276.80339431762695
1308.1793823242188,276.82395935058594
1309.7642974853516,276.8445072174072
1311.349349975586,276.8650550842285
1312.9342651367188,276.8856201171875
1314.5191802978516,276.9061679840088
1316.104232788086,276.9267158508301
1317.6891479492188,276.94803619384766
1319.2740631103516,276.9694423675537
1320.859115600586,276.99086570739746
1322.4440307617188,277.0122890472412
1324.0290832519531,277.03371238708496
1325.6138610839844,277.0551357269287
1327.1989135742188,277.07655906677246
1328.7838287353516,277.0979824066162
1330.3687438964844,277.1199722290039
1331.9537963867188,277.1422538757324
1333.5387115478516,277.16455268859863
1335.1236267089844,277.18685150146484
1336.7085418701172,277.20915031433105
1338.2935943603516,277.23144912719727
1339.8785095214844,277.2537307739258
1341.4634246826172,277.276029586792
1343.04833984375,277.2987747192383
1344.6332550048828,277.32194900512695
1346.2181701660156,277.3451232910156
1347.8030853271484,277.3682975769043
1349.3880004882812,277.39147186279297
1350.9730529785156,277.41464614868164
1352.5579681396484,277.4378204345703
1354.1428833007812,277.460994720459
1355.727798461914,277.48454666137695
1357.3127136230469,277.5085964202881
1358.8976287841797,277.5326633453369
1360.4825439453125,277.55673027038574
1362.0674591064453,277.58079719543457
1363.6523742675781,277.6048469543457
1365.237289428711,277.62891387939453
1366.8222045898438,277.65298080444336
1368.4071197509766,277.6773738861084
1369.9920349121094,277.7023334503174
1371.5769500732422,277.72729301452637
1373.161865234375,277.75225257873535
1374.7466430664062,277.77721214294434
1376.331558227539,277.8021545410156
1377.9164733886719,277.8271141052246
1379.5013885498047,277.8520736694336
1381.0863037109375,277.8773937225342
1382.6712188720703,277.9032459259033
1384.2561340332031,277.92909812927246
1385.8409118652344,277.9549674987793
1387.4258270263672,277.98081970214844
1389.0107421875,278.0066719055176
1390.5956573486328,278.0325241088867
1392.1805725097656,278.05837631225586
1393.7654876708984,278.0846576690674
1395.3504028320312,278.1114196777344
1396.935317993164,278.1381645202637
1398.5200958251953,278.16492652893066
1400.1050109863281,278.19167137145996
1401.689926147461,278.21843338012695
1403.2747039794922,278.24517822265625
1404.859619140625,278.27194023132324
1406.4445343017578,278.2992343902588
1408.029312133789,278.32688903808594
1409.6142272949219,278.3545436859131
1411.1991424560547,278.38221549987793
1412.783920288086,278.4098701477051
1414.3688354492188,278.4375247955322
1415.95361328125,278.4651794433594
1417.5385284423828,278.4928340911865
1419.123306274414,278.5211753845215
1420.7082214355469,278.5497398376465
1422.2929992675781,278.5783042907715
1423.8777770996094,278.6068687438965
1425.4626922607422,278.6354331970215
1427.047607421875,278.6639976501465
1428.6323852539062,278.6925621032715
1430.2171630859375,278.7211437225342
1431.8020782470703,278.75053215026855
1433.3868560791016,278.7800064086914
1434.9716339111328,278.80948066711426
1436.5565490722656,278.8389549255371
1438.1413269042969,278.86841201782227
1439.7261047363281,278.8978862762451
1441.311019897461,278.92736053466797
1442.8957977294922,278.9569206237793
1444.4805755615234,278.9873046875
1446.0654907226562,279.0176887512207
1447.6502685546875,279.0480556488037
1449.2350463867188,279.0784397125244
1450.81982421875,279.1088237762451
1452.4047393798828,279.1391906738281
1453.989517211914,279.1695747375488
1455.5742950439453,279.20021629333496
1457.1590728759766,279.2314929962158
1458.7439880371094,279.2627696990967
1460.3287658691406,279.29404640197754
1461.9135437011719,279.3253402709961
1463.4983215332031,279.35661697387695
1465.0830993652344,279.3878936767578
1466.6678771972656,279.4191703796387
1468.2526550292969,279.4508762359619
1469.8374328613281,279.48304557800293
1471.4222106933594,279.51523208618164
1473.0069885253906,279.54740142822266
1474.5917663574219,279.57958793640137
1476.1765441894531,279.6117572784424
1477.7613220214844,279.6439437866211
1479.3460998535156,279.6761131286621
1480.9308776855469,279.7088317871094
1482.5156555175781,279.74191093444824
1484.1004333496094,279.7749729156494
1485.6852111816406,279.8080348968506
1487.2699890136719,279.84109687805176
1488.8546295166016,279.8741760253906
1490.4394073486328,279.9072380065918
1492.024185180664,279.94029998779297
1493.6088256835938,279.9739799499512
1495.193603515625,280.0079174041748
1496.7783813476562,280.04187202453613
1498.3631591796875,280.07580947875977
1499.9477996826172,280.1097469329834
1501.5325775146484,280.1437015533447
1503.1173553466797,280.17763900756836
1504.7019958496094,280.2115936279297
1506.2867736816406,280.24613189697266
1507.8715515136719,280.28092765808105
1509.4563293457031,280.31572341918945
1511.0409698486328,280.35053634643555
1512.625747680664,280.38533210754395
1514.2103881835938,280.42014503479004
1515.7950286865234,280.45494079589844
1517.3798065185547,280.48975372314453
1518.964584350586,280.5250129699707
1520.5492248535156,280.56066703796387
1522.1340026855469,280.59630393981934
1523.7186431884766,280.6319408416748
1525.3034210205078,280.6675777435303
1526.8880615234375,280.70321464538574
1528.4727020263672,280.7388515472412
1530.0574798583984,280.7745056152344
1531.6421203613281,280.8103313446045
1533.2268981933594,280.84677505493164
1534.811538696289,280.8832359313965
1536.3961791992188,280.91967964172363
1537.98095703125,280.9561233520508
1539.5655975341797,280.99256706237793
1541.150375366211,281.0290107727051
1542.7350158691406,281.0654544830322
1544.3196563720703,281.1018981933594
1545.904296875,281.1388397216797
1547.4890747070312,281.1760559082031
1549.0735778808594,281.21325492858887
1550.6583557128906,281.2504539489746
1552.2429962158203,281.28767013549805
1553.82763671875,281.3248691558838
1555.4124145507812,281.36206817626953
1556.997055053711,281.39928436279297
1558.5816955566406,281.4364833831787
1560.1664733886719,281.4741458892822
1561.7509765625,281.5120487213135
1563.3356170654297,281.5499515533447
1564.920394897461,281.587854385376
1566.5050354003906,281.62574005126953
1568.0895385742188,281.6636428833008
1569.67431640625,281.70154571533203
1571.2588195800781,281.7394485473633
1572.8434600830078,281.77735137939453
1574.428237915039,281.8152542114258
1576.0127410888672,281.8537406921387
1577.5975189208984,281.89224433898926
1579.1821594238281,281.93073081970215
1580.7666625976562,281.96923446655273
1582.351303100586,282.0077209472656
1583.9359436035156,282.0462074279785
1585.5204467773438,282.0847110748291
1587.1053619384766,282.1232147216797
1588.6898651123047,282.1617012023926
1590.2745056152344,282.20018768310547
1591.859146118164,282.23870849609375
1593.4436492919922,282.27758979797363
1595.0282897949219,282.3164882659912
1596.6130676269531,282.3553867340088
1598.1977081298828,282.39430236816406
1599.7823486328125,282.43320083618164
1601.3668518066406,282.4720993041992
1602.9514923095703,282.5109977722168
1604.5362701416016,282.5498962402344
1606.1209106445312,282.58879470825195
1607.7054138183594,282.62769317626953
1609.290054321289,282.6665916442871
1610.8745574951172,282.7055072784424
1612.4591979980469,282.74440574645996
1614.0439758300781,282.78330421447754
1615.6286163330078,282.8222026824951
1617.213119506836,282.86530685424805
1618.7962493896484,282.94289779663086
1620.3769073486328,283.0599365234375
1621.9539947509766,283.21801948547363
1623.5266876220703,283.41754150390625
1625.0934753417969,283.65704345703125
1626.6531219482422,283.93946075439453
1628.2049407958984,284.2618751525879
1629.74755859375,284.62565994262695
1631.2804260253906,285.03033447265625
1632.8018951416016,285.474422454834
1634.3107299804688,285.9596405029297
1635.8069305419922,286.48301887512207
1637.2887115478516,287.04551887512207
1638.7556610107422,287.6459217071533
1640.2073669433594,288.2825450897217
1641.6420440673828,288.956298828125
1643.0599670410156,289.6648483276367
1644.46044921875,290.4069404602051
1645.842529296875,291.1829013824463
1647.206069946289,291.9910831451416
1648.5510711669922,292.8301296234131
1649.8769836425781,293.6986846923828
1651.1832580566406,294.5963878631592
1652.4696197509766,295.52232933044434
1653.7364807128906,296.4749298095703
1654.9838409423828,297.45324516296387
1656.2112884521484,298.4560737609863
1657.4190979003906,299.48254013061523
1658.6071319580078,300.53173446655273
1659.7756652832031,301.6027126312256
1660.9246978759766,302.6944274902344
1662.0546417236328,303.80638122558594
1663.1653594970703,304.9370803833008
1664.2571258544922,306.08606147766113
1665.3304901123047,307.25241470336914
1666.3855895996094,308.43526458740234
1667.4221496582031,309.6347312927246
1668.440444946289,310.84937286376953
1669.4414367675781,312.07833099365234
1670.4252624511719,313.3210563659668
1671.3920593261719,314.5771369934082
1672.3412780761719,315.8464698791504
1673.2748413085938,317.1278190612793
1674.1920623779297,318.4204292297363
1675.092529296875,319.7248840332031
1675.9781646728516,321.03943252563477
1676.8478698730469,322.3645553588867
1677.7024688720703,323.699462890625
1678.5427856445312,325.0437431335449
1679.3677215576172,326.39722442626953
1680.1790618896484,327.7588424682617
1680.9754333496094,329.1292839050293
1681.7587585449219,330.5072441101074
1682.528076171875,331.8934097290039
1683.2842102050781,333.2864418029785
1684.0272979736328,334.6865119934082
1684.757064819336,336.0935516357422
1685.4752960205078,337.50653076171875
1686.1796569824219,338.9264793395996
1686.8727569580078,340.35233306884766
1687.5539093017578,341.78350830078125
1688.2225646972656,343.2206573486328
1688.8800964355469,344.6628532409668
1689.5266418457031,346.10999298095703
1690.1609649658203,347.56262588500977
1690.7848510742188,349.0200309753418
1691.3983001708984,350.4815559387207
1692.00048828125,351.94771575927734
1692.5918273925781,353.4183044433594
1693.1732788085938,354.8928756713867
1693.7449798583984,356.37153244018555
1694.3065185546875,357.8538627624512
1694.8574829101562,359.3401069641113
1695.3988342285156,360.82981872558594
1695.9308471679688,362.3229293823242
1696.4535217285156,363.8193016052246
1696.967269897461,365.3190727233887
1697.4712677001953,366.8218307495117
1697.9657897949219,368.3277473449707
1698.45166015625,369.8365135192871
1698.9287414550781,371.34806060791016
1699.3973083496094,372.8622856140137
1699.8573608398438,374.37939453125
1700.3087615966797,375.8987693786621
1700.7519226074219,377.42061614990234
